user_id,pais,moneda,ingreso_mensual,nivel_endeudamiento,frecuencia_ahorro,descripcion,valor,categoria,fecha,tipo_texto,comercio,perfil_financiero,probabilidad_perfil,recomendaciones,gasto_total_mes,ratio_gasto_ingreso
23,AR,ARS,100916,34,Baja,COMPRA EN MAXICONSUMO 7951 470,35001,alimentacion,2026-04-23,natural,Maxiconsumo,en_observacion,1.0,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",3004173,29.769
129,CL,CLP,1418939,74,Alta,pat isapre consalud,175729,salud,2026-02-08,cartola,Isapre Consalud,en_observacion,1.0,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",7353228,5.182
58,AR,ARS,213080,30,Baja,TICKET DISCOTECA KIKA CONCEPCION 9078,31702,ocio,2026-02-06,natural,Discoteca Kika,en_observacion,1.0,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",4216137,19.787
179,CL,CLP,1343894,42,Alta,compra chaqueta,4327,otros,2026-10-25,item_generico,ITEM_GENERICO,en_observacion,0.6,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",9347419,6.955
57,AR,ARS,107894,43,Alta,TEATRO LA TRASTEINDA 1543,25003,ocio,2026-04-14,natural,La Trastienda,en_observacion,0.6,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",2338611,21.675
27,AR,ARS,255682,39,Alta,DENTISTA OMINT 839,9295,salud,2026-06-14,natural,OMINT,en_observacion,0.2,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",4202502,16.436
43,AR,ARS,232969,56,Media,COMPRA CARREFOUR SUC 1139,32013,alimentacion,2026-09-28,cartola,Carrefour,en_observacion,1.0,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",3840678,16.486
131,CL,CLP,1900610,75,Media,club entradas de baile,81357,ocio,2026-02-09,cartola,Club de Baile,en_riesgo,0.333,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",10458882,5.503
82,AR,ARS,153001,67,Baja,sbs libreria compra,29319,educacion,2026-01-24,cartola,Libreria SBS,en_riesgo,0.667,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",3425531,22.389
212,CL,CLP,1204323,45,Alta,compra webpay didi,10645,transporte,2026-11-27,cartola,DiDi Taxi,en_observacion,0.6,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",7535937,6.257
37,AR,ARS,162490,32,Alta,pago banco santander rio,19027,otros,2026-09-26,natural,Banco Santander Rio,en_observacion,0.2,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",3059550,18.829
160,CL,CLP,1140031,34,Baja,GASTO DE FALABELLA,325133,otros,2026-06-22,natural,Falabella,en_observacion,1.0,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",8648061,7.586
203,CL,CLP,1474427,72,Alta,PATSPOTIFYCHILE,9401,streaming,2026-10-04,cartola,Spotify,en_observacion,1.0,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",9157562,6.211
48,AR,ARS,96653,54,Media,CINE BAR EL BARISTA ARGENTINA,13765,ocio,2026-03-03,natural,Bar El Barista Argentina,en_observacion,1.0,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",2435016,25.193
51,AR,ARS,258332,19,Alta,telepase ausa 1263,22265,transporte,2026-06-03,cartola,Telepase Autopistas,saludable,0.143,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",3465827,13.416
117,AR,ARS,101491,58,Alta,CARGO AUTOMÁTICO MAX HBO ARGENTINA VALPO,8428,streaming,2026-07-01,natural,Max HBO Argentina,en_observacion,0.6,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",2759367,27.188
104,AR,ARS,271497,76,Alta,rex pintuerrias compra STGO,23874,vivienda,2026-08-03,cartola,Pinturerias Rex,en_observacion,1.0,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",4072380,15.0
22,AR,ARS,253346,34,Media,DEB AUT EDERSA POS,42882,servicios,2026-09-30,cartola,Edersa Rio Negro,en_observacion,0.6,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",3991591,15.755
240,CL,CLP,970227,13,Alta,MERCADO TOTTUS,44375,alimentacion,2026-02-04,natural,Tottus,saludable,0.143,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",8254644,8.508
216,CL,CLP,1370041,57,Media,taxi autopista central 877,15677,transporte,2026-11-15,natural,Autopista Central,en_observacion,1.0,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",6446457,4.705
237,CL,CLP,1384085,37,Baja,compra webpay pedidosya 7783,4749,alimentacion,2026-03-02,cartola,PedidosYa,en_observacion,1.0,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",9300680,6.72
55,AR,ARS,80850,38,Alta,pago claro hogar argentina,18246,servicios,2026-05-21,natural,Claro Hogar Argentina,en_observacion,0.2,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",1952029,24.144
152,CL,CLP,1352235,24,Baja,laboratorio eco farmacias 2063,75239,salud,2026-10-03,natural,Eco Farmacias,en_observacion,0.6,"[""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible"", ""Reducir gastos en alimentación (considerar compras mayoristas)""]",10234771,7.569
214,CL,CLP,984990,54,Alta,COMPRA REDCOMPRA REDFARMA CABA 4434,33161,salud,2026-02-02,cartola,Redfarma,en_observacion,0.6,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",7459161,7.573
108,AR,ARS,222133,12,Alta,MP*NETFLIX ARGENTINA 5753,4607,streaming,2026-05-20,cartola,Netflix Argentina,saludable,0.143,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",4155523,18.707
90,AR,ARS,251299,17,Baja,mercadolibre*compra,68373,otros,2026-07-05,cartola,Mercado Libre,en_observacion,0.6,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",3695948,14.707
78,AR,ARS,137728,5,Baja,EXPENSAS FERRETERIA EL PROGRESO CONCEPCION,18125,vivienda,2026-11-07,natural,Ferreteria El Progreso,en_observacion,0.6,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",3088330,22.423
21,AR,ARS,130407,13,Baja,plan mensual spotify argentina,9687,streaming,2026-11-26,natural,Spotify Argentina,en_observacion,0.6,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",2818553,21.614
239,CL,CLP,1631243,11,Media,COMPRA DE LA POLAR ROSARIO,135882,otros,2026-01-24,natural,La Polar,en_observacion,0.2,"[""Reducir gastos en entretenimiento y actividades de ocio"", ""Reducir gastos en alimentación (considerar compras mayoristas)"", ""Reducir gastos generales para mejorar flujo de caja""]",9227657,5.657
212,CL,CLP,1204323,45,Alta,PAGO SEGUROS METLIFE,20624,otros,2026-12-05,natural,Seguros Metlife,en_observacion,0.6,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",7535937,6.257
142,CL,CLP,1426596,75,Alta,transbank bar el barista,46865,ocio,2026-11-24,cartola,Bar El Barista,en_observacion,1.0,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",9326199,6.537
221,CL,CLP,1500299,5,Media,pat isapre banmedica,360444,salud,2026-11-12,cartola,Isapre Banmédica,en_observacion,0.2,"[""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible"", ""Reducir gastos en alimentación (considerar compras mayoristas)""]",9184322,6.122
47,AR,ARS,121938,59,Alta,solodeportescomprapos,29040,otros,2026-12-30,cartola,Solo Deportes,en_observacion,0.6,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",2959746,24.273
133,CL,CLP,1054625,19,Baja,pago cuenta pat gtd manquehue,167136,servicios,2026-10-15,cartola,GTD Manquehue,en_observacion,0.6,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",7172545,6.801
211,CL,CLP,1099215,35,Media,DEPORTEENERGYFITNESS 7232,41501,ocio,2026-08-06,natural,Energy Fitness,en_observacion,0.6,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",6696214,6.092
119,AR,ARS,162934,38,Baja,factura gas nea CORDOBA,23299,servicios,2026-05-16,natural,Gas Nea,en_observacion,1.0,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",3466178,21.274
167,CL,CLP,1717584,38,Baja,transacciónzurichchileCORDOBA,6902,otros,2026-10-03,natural,Zurich Chile,en_observacion,1.0,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",8538994,4.972
159,CL,CLP,918534,63,Media,PASAJECABIFY 6169,14647,transporte,2026-06-27,natural,Cabify,en_riesgo,0.333,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",7616710,8.292
21,AR,ARS,130407,13,Baja,CINE NICETO CLUB VALPO,30139,ocio,2026-09-27,natural,Niceto Club,en_observacion,0.6,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",2818553,21.614
179,CL,CLP,1343894,42,Alta,adquisición de pasta,9520,alimentacion,2026-10-25,item_generico,ITEM_GENERICO,en_observacion,0.6,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",9347419,6.955
223,CL,CLP,1628730,74,Alta,deporte ticketmaster chile STGO,417311,ocio,2026-10-14,natural,Ticketmaster Chile,en_observacion,1.0,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",8224835,5.05
112,AR,ARS,213124,15,Baja,AGIP RENTAS DEB AUTOMATICO STGO,13619,otros,2026-01-08,cartola,AGIP Rentas,en_observacion,0.6,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",3703344,17.376
22,AR,ARS,253346,34,Media,mp*max hbo argentina,5899,streaming,2026-09-17,cartola,Max HBO Argentina,en_observacion,0.6,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",3991591,15.755
57,AR,ARS,107894,43,Alta,EDESUR PAGO DIRECTO,16744,servicios,2026-03-28,cartola,Edesur,en_observacion,0.6,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",2338611,21.675
181,CL,CLP,1894458,53,Alta,pat netflix chile 332,10316,streaming,2026-07-02,cartola,Netflix Chile,en_observacion,0.6,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",9518582,5.024
66,AR,ARS,207399,13,Alta,CUOTA COLEGIO MARIN ROSARIO,110001,educacion,2026-03-19,natural,Colegio Marin,saludable,0.143,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",3769249,18.174
64,AR,ARS,95184,35,Alta,PEAJE HUDSON AUBASA 6316,6786,transporte,2026-01-10,cartola,AUBASA,en_observacion,0.2,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",2877264,30.228
198,CL,CLP,1875853,5,Baja,gym steam games 1060,15980,ocio,2026-11-22,natural,Steam Games,en_observacion,0.6,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",9213616,4.912
73,AR,ARS,250361,52,Media,COMPRA EN HOSPITAL ITALIANO,49831,salud,2026-12-28,natural,Hospital Italiano,en_observacion,1.0,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",4246116,16.96
198,CL,CLP,1875853,5,Baja,gym steam games 1060,15980,ocio,2026-11-22,natural,Steam Games,en_observacion,0.6,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",9213616,4.912
2,AR,ARS,274393,40,Baja,ALQUILERES ARGENTINA DEB,53325,vivienda,2026-01-28,cartola,Alquileres Argentina,en_observacion,1.0,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",3751971,13.674
217,CL,CLP,1637938,64,Media,almuerzo en dunkin donuts,10642,alimentacion,2026-02-15,natural,Dunkin Donuts,en_riesgo,0.333,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",8265618,5.046
29,AR,ARS,246455,26,Alta,deb aut megatlon suc CONCEPCION,73597,ocio,2026-05-08,cartola,Megatlon,en_observacion,0.2,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",4282056,17.375
147,CL,CLP,810575,60,Baja,plan mensual amazon prime video,5522,streaming,2026-08-16,natural,Amazon Prime Video,en_riesgo,0.333,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",6497165,8.016
104,AR,ARS,271497,76,Alta,UBER EMOVA SUBTE VALPO 4866,8720,transporte,2026-03-04,natural,Emova Subte,en_observacion,1.0,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",4072380,15.0
129,CL,CLP,1418939,74,Alta,colegio saint george arancel pat CONCEPCION,130044,educacion,2026-09-30,cartola,Colegio Saint George,en_observacion,1.0,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",7353228,5.182
224,CL,CLP,962503,67,Baja,cargo automático amazon prime video,15242,streaming,2026-04-15,natural,Amazon Prime Video,en_riesgo,0.667,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",6285809,6.531
181,CL,CLP,1894458,53,Alta,PAGO MUNICIPALIDAD ALUMBRADO LUZ,85075,servicios,2026-07-25,cartola,Pago de Luz Municipalidad,en_observacion,0.6,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",9518582,5.024
227,CL,CLP,1902729,56,Alta,PAT PACIFIC FITNESS GIMNASIO,34962,ocio,2026-06-02,cartola,Pacific Fitness,en_observacion,0.6,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Reducir gastos en alimentación (considerar compras mayoristas)""]",9967928,5.239
209,CL,CLP,1516273,35,Media,expensas breal propiedades 9618,175874,vivienda,2026-11-01,natural,BReal Propiedades,en_observacion,0.6,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",8581821,5.66
209,CL,CLP,1516273,35,Media,laboratorio farmacias salcobrand 3732,70116,salud,2026-07-21,natural,Farmacias Salcobrand,en_observacion,0.6,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",8581821,5.66
239,CL,CLP,1631243,11,Media,LABORATORIO BIONET POS,49793,salud,2026-01-19,cartola,Laboratorio Bionet,en_observacion,0.2,"[""Reducir gastos en entretenimiento y actividades de ocio"", ""Reducir gastos en alimentación (considerar compras mayoristas)"", ""Reducir gastos generales para mejorar flujo de caja""]",9227657,5.657
3,AR,ARS,138513,22,Alta,TICKET FITER GIMNASIOS CONCEPCION 7816,39261,ocio,2026-09-06,natural,Fiter Gimnasios,saludable,0.143,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",3054815,22.054
38,AR,ARS,210870,55,Alta,kfc suc CONCEPCION,12603,alimentacion,2026-03-08,cartola,KFC,en_observacion,0.6,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",3420221,16.22
181,CL,CLP,1894458,53,Alta,TRANSBANK CORY CABA 2291,7689,alimentacion,2026-01-05,cartola,Cory,en_observacion,0.6,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",9518582,5.024
199,CL,CLP,1391596,33,Baja,PAT DEBITO AUTOPISTA CENTRAL,22240,transporte,2026-02-28,cartola,Autopista Central,en_observacion,1.0,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",8058275,5.791
8,AR,ARS,86956,76,Baja,colegio san martin cuotas,80000,educacion,2026-12-22,cartola,Colegio San Martin,en_riesgo,0.667,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",2645282,30.421
195,CL,CLP,1369145,78,Baja,mercadolibre*compra webpay CONCEPCION,176890,otros,2026-10-01,cartola,Mercado Libre,en_riesgo,0.667,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",9585298,7.001
104,AR,ARS,271497,76,Alta,farmacia hospital aleman,63246,salud,2026-01-08,natural,Hospital Aleman,en_observacion,1.0,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",4072380,15.0
28,AR,ARS,259187,14,Alta,MEDICUS COMPRA POS DEB,100001,salud,2026-05-26,cartola,Medicus,saludable,0.143,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",4041804,15.594
109,AR,ARS,162209,12,Baja,PUMA ENERGY SUC,29685,transporte,2026-06-21,cartola,Puma Energy,en_observacion,0.6,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",3566706,21.988
139,CL,CLP,693563,59,Media,PLAN MENSUAL DISNEY PLUS,11359,streaming,2026-07-10,natural,Disney Plus,en_observacion,1.0,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",6584826,9.494
57,AR,ARS,107894,43,Alta,inscripción en universidad tecnologica nacional utn 5454,20848,educacion,2026-07-17,natural,Universidad Tecnologica Nacional UTN,en_observacion,0.6,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",2338611,21.675
32,AR,ARS,247772,76,Baja,alquiler ferreteria industrial,56444,vivienda,2026-09-09,natural,Ferreteria Industrial,en_riesgo,0.667,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",4450666,17.963
181,CL,CLP,1894458,53,Alta,pat disney plus chile,485892,streaming,2026-09-13,cartola,Disney Plus,en_observacion,0.6,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",9518582,5.024
65,AR,ARS,100645,15,Alta,MP*SPOTIFY ARGENTINA,6810,streaming,2026-04-10,cartola,Spotify Argentina,saludable,0.143,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",2166973,21.531
93,AR,ARS,220584,62,Baja,consulta en clinica mater dei CORDOBA,21429,salud,2026-03-05,natural,Clinica Mater Dei,en_riesgo,0.667,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",4124700,18.699
102,AR,ARS,182346,38,Media,debautaguasbonaerenses7022,38817,servicios,2026-11-05,cartola,Aguas Bonaerenses,en_observacion,0.6,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",3480439,19.087
141,CL,CLP,774348,38,Baja,PAT DEBITO RUTA ITATA,24647,transporte,2027-01-01,cartola,Ruta del Itata,en_observacion,1.0,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",6359521,8.213
179,CL,CLP,1343894,42,Alta,ADQUISICIÓN DE ENTRADAS CINE,13330,ocio,2026-10-25,item_generico,ITEM_GENERICO,en_observacion,0.6,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",9347419,6.955
45,AR,ARS,209372,16,Baja,TICKET PASSLINE ARGENTNIA,12432,ocio,2026-09-19,natural,Passline Argentina,en_observacion,0.6,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",4281004,20.447
81,AR,ARS,98574,70,Baja,SUPREMERCADO BONAFIDE VALPO,2986,alimentacion,2026-05-27,natural,Bonafide,en_riesgo,0.667,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",2702667,27.418
49,AR,ARS,236208,64,Alta,FACTUAR TELECENTRO CONCEPCION,42293,servicios,2026-04-25,natural,Telecentro,en_observacion,1.0,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",4307744,18.237
36,AR,ARS,135307,77,Alta,allianz seguros deb aut,32726,otros,2026-05-21,cartola,Allianz Seguros,en_observacion,1.0,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",3202327,23.667
165,CL,CLP,1624525,47,Baja,compra redcompra eco farmacias,38385,salud,2026-07-20,cartola,Eco Farmacias,en_riesgo,0.333,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Reducir gastos en alimentación (considerar compras mayoristas)""]",8801621,5.418
8,AR,ARS,86956,76,Baja,COMPRA EN HEISENBURGER,25213,alimentacion,2026-04-30,natural,Heisenburger,en_riesgo,0.667,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",2645282,30.421
71,AR,ARS,221373,30,Alta,CLASES EN LIBRERIA EL ATENEO,32973,educacion,2026-11-07,natural,Libreria El Ateneo,en_observacion,0.2,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",4323257,19.529
145,CL,CLP,812589,74,Baja,compra webpay uber eats,9102,alimentacion,2026-07-28,cartola,Uber Eats,en_riesgo,0.667,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",6358345,7.825
180,CL,CLP,766941,29,Media,ticket club de baile,53926,ocio,2026-12-09,natural,Club de Baile,en_observacion,0.6,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",7684452,10.02
136,CL,CLP,1219072,31,Alta,tranasntiago buses metropolitana 173,8364,transporte,2026-12-13,cartola,Buses Metropolitana,en_observacion,0.2,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Reducir gastos en alimentación (considerar compras mayoristas)""]",9000421,7.383
95,AR,ARS,201275,36,Baja,AGUA METROGAS,48567,servicios,2026-06-16,natural,Metrogas,en_observacion,1.0,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",4036840,20.056
185,CL,CLP,1401540,79,Alta,TEATRO TICKETMASTER CHILE,257147,ocio,2026-08-11,natural,Ticketmaster Chile,en_observacion,1.0,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",9520439,6.793
53,AR,ARS,169174,19,Media,MERCADOPAGO*ELBARISTA,22721,ocio,2026-05-29,cartola,Bar El Barista Argentina,en_observacion,0.2,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",3914749,23.14
223,CL,CLP,1628730,74,Alta,transbank doggis 9635 328,15024,alimentacion,2026-03-31,cartola,Doggis,en_observacion,1.0,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Optimizar gastos de transporte y combustible""]",8224835,5.05
136,CL,CLP,1219072,31,Alta,pago itaú comisiones 6785,16894,otros,2026-12-23,natural,Itaú Comisiones,en_observacion,0.2,"[""Revisar suscripciones activas de streaming"", ""Reducir gastos en entretenimiento y actividades de ocio"", ""Reducir gastos en alimentación (considerar compras mayoristas)""]",9000421,7.383
